03/01/2000,1460.2
04/01/2000,1426.8
05/01/2000,1398.125
06/01/2000,1402.375
07/01/2000,1421.75
10/01/2000,1451.25
11/01/2000,1447.35
12/01/2000,1435.975
13/01/2000,1442.175
14/01/2000,1459.4
18/01/2000,1459.175
19/01/2000,1455.475
20/01/2000,1451.425
21/01/2000,1444.825
24/01/2000,1423.125
25/01/2000,1403.575
26/01/2000,1406.675
27/01/2000,1400.55
28/01/2000,1378.375
31/01/2000,1374.8
01/02/2000,1400.3
02/02/2000,1410.525
03/02/2000,1414.6
04/02/2000,1426.475
07/02/2000,1422.275
08/02/2000,1433.025
09/02/2000,1427.75
10/02/2000,1414.225
11/02/2000,1399.975
14/02/2000,1388.1
15/02/2000,1393.975
16/02/2000,1395
17/02/2000,1388.975
18/02/2000,1367
22/02/2000,1347.1
23/02/2000,1356.35
24/02/2000,1352.125
25/02/2000,1344.5
28/02/2000,1341.8
29/02/2000,1357.975
01/03/2000,1373.75
02/03/2000,1379.55
03/03/2000,1395.925
06/03/2000,1398.775
07/03/2000,1374.025
08/03/2000,1360.6
09/03/2000,1382
10/03/2000,1400.575
13/03/2000,1385.625
14/03/2000,1374.3
15/03/2000,1376.6
16/03/2000,1425.35
17/03/2000,1463.2
20/03/2000,1459.925
21/03/2000,1472.6
22/03/2000,1496.725
23/03/2000,1513.45
24/03/2000,1531.175
27/03/2000,1526.175
28/03/2000,1516.5
29/03/2000,1508.725
30/03/2000,1497.1
31/03/2000,1497.7
03/04/2000,1499.7
04/04/2000,1486.025
05/04/2000,1491.675
06/04/2000,1496.975
07/04/2000,1509.4
10/04/2000,1512.725
11/04/2000,1501.175
12/04/2000,1486.15
13/04/2000,1456.35
14/04/2000,1394.25
17/04/2000,1376.55
18/04/2000,1420.55
19/04/2000,1435.525
20/04/2000,1429.85
24/04/2000,1426.525
25/04/2000,1453.725
26/04/2000,1469.625
27/04/2000,1457.45
28/04/2000,1459.8
01/05/2000,1463.6
02/05/2000,1456.95
03/05/2000,1426.525
04/05/2000,1412.55
05/05/2000,1420.825
08/05/2000,1426.575
09/05/2000,1417
10/05/2000,1395.6
11/05/2000,1396
12/05/2000,1416.7
15/05/2000,1435.7
16/05/2000,1459.9
